,START_DATE,SIMULATION_START_DATE,XTIME units base,time[1],time[-1]
wrfout_d02_2007-10-29_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,10/29/07 00:00,10/29/07 23:00
wrfout_d02_2007-10-30_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,10/30/07 00:00,10/30/07 23:00
wrfout_d02_2007-10-31_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,10/31/07 00:00,10/31/07 23:00
wrfout_d02_2007-11-01_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/1/07 00:00,11/1/07 23:00
wrfout_d02_2007-11-02_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/2/07 00:00,11/2/07 23:00
wrfout_d02_2007-11-03_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/3/07 00:00,11/3/07 23:00
wrfout_d02_2007-11-04_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/4/07 00:00,11/4/07 23:00
wrfout_d02_2007-11-05_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/5/07 00:00,11/5/07 23:00
wrfout_d02_2007-11-06_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/6/07 00:00,11/6/07 23:00
wrfout_d02_2007-11-07_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/7/07 00:00,11/7/07 23:00
wrfout_d02_2007-11-08_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/8/07 00:00,11/8/07 23:00
wrfout_d02_2007-11-09_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/9/07 00:00,11/9/07 23:00
wrfout_d02_2007-11-10_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/10/07 00:00,11/10/07 23:00
wrfout_d02_2007-11-11_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/11/07 00:00,11/11/07 23:00
wrfout_d02_2007-11-12_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/12/07 00:00,11/12/07 23:00
wrfout_d02_2007-11-13_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/13/07 00:00,11/13/07 23:00
wrfout_d02_2007-11-14_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/14/07 00:00,11/14/07 23:00
wrfout_d02_2007-11-15_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/15/07 00:00,11/15/07 23:00
wrfout_d02_2007-11-16_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/16/07 00:00,11/16/07 23:00
wrfout_d02_2007-11-17_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/17/07 00:00,11/17/07 23:00
wrfout_d02_2007-11-18_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/18/07 00:00,11/18/07 23:00
wrfout_d02_2007-11-19_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/19/07 00:00,11/19/07 23:00
wrfout_d02_2007-11-20_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/20/07 00:00,11/20/07 23:00
wrfout_d02_2007-11-21_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/21/07 00:00,11/21/07 23:00
wrfout_d02_2007-11-22_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/22/07 00:00,11/22/07 23:00
wrfout_d02_2007-11-23_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/23/07 00:00,11/23/07 23:00
wrfout_d02_2007-11-24_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/24/07 00:00,11/24/07 23:00
wrfout_d02_2007-11-25_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/25/07 00:00,11/25/07 23:00
wrfout_d02_2007-11-26_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/26/07 00:00,11/26/07 23:00
wrfout_d02_2007-11-27_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/27/07 00:00,11/27/07 23:00
wrfout_d02_2007-11-28_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/28/07 00:00,11/28/07 23:00
wrfout_d02_2007-11-29_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/29/07 00:00,11/29/07 23:00
wrfout_d02_2007-11-30_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,11/30/07 00:00,11/30/07 23:00
wrfout_d02_2007-12-01_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/1/07 00:00,12/1/07 23:00
wrfout_d02_2007-12-02_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/2/07 00:00,12/2/07 23:00
wrfout_d02_2007-12-03_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/3/07 00:00,12/3/07 23:00
wrfout_d02_2007-12-04_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/4/07 00:00,12/4/07 23:00
wrfout_d02_2007-12-05_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/5/07 00:00,12/5/07 23:00
wrfout_d02_2007-12-06_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/6/07 00:00,12/6/07 23:00
wrfout_d02_2007-12-07_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/7/07 00:00,12/7/07 23:00
wrfout_d02_2007-12-08_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/8/07 00:00,12/8/07 23:00
wrfout_d02_2007-12-09_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/9/07 00:00,12/9/07 23:00
wrfout_d02_2007-12-10_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/10/07 00:00,12/10/07 23:00
wrfout_d02_2007-12-11_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/11/07 00:00,12/11/07 23:00
wrfout_d02_2007-12-12_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/12/07 00:00,12/12/07 23:00
wrfout_d02_2007-12-13_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/13/07 00:00,12/13/07 23:00
wrfout_d02_2007-12-14_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/14/07 00:00,12/14/07 23:00
wrfout_d02_2007-12-15_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/15/07 00:00,12/15/07 23:00
wrfout_d02_2007-12-16_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/16/07 00:00,12/16/07 23:00
wrfout_d02_2007-12-17_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/17/07 00:00,12/17/07 23:00
wrfout_d02_2007-12-18_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/18/07 00:00,12/18/07 23:00
wrfout_d02_2007-12-19_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/19/07 00:00,12/19/07 23:00
wrfout_d02_2007-12-20_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/20/07 00:00,12/20/07 23:00
wrfout_d02_2007-12-21_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/21/07 00:00,12/21/07 23:00
wrfout_d02_2007-12-22_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/22/07 00:00,12/22/07 23:00
wrfout_d02_2007-12-23_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/23/07 00:00,12/23/07 23:00
wrfout_d02_2007-12-24_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/24/07 00:00,12/24/07 23:00
wrfout_d02_2007-12-25_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/25/07 00:00,12/25/07 23:00
wrfout_d02_2007-12-26_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/26/07 00:00,12/26/07 23:00
wrfout_d02_2007-12-27_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/27/07 00:00,12/27/07 23:00
wrfout_d02_2007-12-28_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/28/07 00:00,12/28/07 23:00
wrfout_d02_2007-12-29_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/29/07 00:00,12/29/07 23:00
wrfout_d02_2007-12-30_00:00:00,9/10/07 00:00,9/10/07 00:00,9/10/07 00:00,12/30/07 00:00,12/30/07 23:00
wrfout_d02_2007-12-31_00:00:00,12/20/07 00:00,12/20/07 00:00,12/20/07 00:00,12/31/07 00:00,12/31/07 23:00
wrfout_d02_2008-01-01_00:00:00,12/20/07 00:00,12/20/07 00:00,12/20/07 00:00,1/1/08 00:00,1/1/08 23:00
wrfout_d02_2008-01-02_00:00:00,12/20/07 00:00,12/20/07 00:00,12/20/07 00:00,1/2/08 00:00,1/2/08 23:00
wrfout_d02_2008-01-03_00:00:00,12/20/07 00:00,12/20/07 00:00,12/20/07 00:00,1/3/08 00:00,1/3/08 23:00
wrfout_d02_2008-01-04_00:00:00,12/20/07 00:00,12/20/07 00:00,12/20/07 00:00,1/4/08 00:00,1/4/08 23:00
wrfout_d02_2008-01-05_00:00:00,12/20/07 00:00,12/20/07 00:00,12/20/07 00:00,1/5/08 00:00,1/5/08 23:00
wrfout_d02_2008-01-06_00:00:00,12/20/07 00:00,12/20/07 00:00,12/20/07 00:00,1/6/08 00:00,1/6/08 23:00
wrfout_d02_2008-01-07_00:00:00,12/20/07 00:00,12/20/07 00:00,12/20/07 00:00,1/7/08 00:00,1/7/08 23:00
wrfout_d02_2008-01-08_00:00:00,12/20/07 00:00,12/20/07 00:00,12/20/07 00:00,1/8/08 00:00,1/8/08 23:00
wrfout_d02_2008-01-09_00:00:00,12/20/07 00:00,12/20/07 00:00,12/20/07 00:00,1/9/08 00:00,1/9/08 23:00
wrfout_d02_2008-01-10_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,1/10/08 00:00,1/10/08 23:00
wrfout_d02_2008-01-11_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,1/11/08 00:00,1/11/08 23:00
wrfout_d02_2008-01-12_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,1/12/08 00:00,1/12/08 23:00
wrfout_d02_2008-01-13_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,1/13/08 00:00,1/13/08 23:00
wrfout_d02_2008-01-14_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,1/14/08 00:00,1/14/08 23:00
wrfout_d02_2008-01-15_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,1/15/08 00:00,1/15/08 23:00
wrfout_d02_2008-01-16_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,1/16/08 00:00,1/16/08 23:00
wrfout_d02_2008-01-17_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,1/17/08 00:00,1/17/08 23:00
wrfout_d02_2008-01-18_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,1/18/08 00:00,1/18/08 23:00
wrfout_d02_2008-01-19_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,1/19/08 00:00,1/19/08 23:00
wrfout_d02_2008-01-20_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,1/20/08 00:00,1/20/08 23:00
wrfout_d02_2008-01-21_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,1/21/08 00:00,1/21/08 23:00
wrfout_d02_2008-01-22_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,1/22/08 00:00,1/22/08 23:00
wrfout_d02_2008-01-23_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,1/23/08 00:00,1/23/08 23:00
wrfout_d02_2008-01-24_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,1/24/08 00:00,1/24/08 23:00
wrfout_d02_2008-01-25_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,1/25/08 00:00,1/25/08 23:00
wrfout_d02_2008-01-26_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,1/26/08 00:00,1/26/08 23:00
wrfout_d02_2008-01-27_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,1/27/08 00:00,1/27/08 23:00
wrfout_d02_2008-01-28_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,1/28/08 00:00,1/28/08 23:00
wrfout_d02_2008-01-29_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,1/29/08 00:00,1/29/08 23:00
wrfout_d02_2008-01-30_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,1/30/08 00:00,1/30/08 23:00
wrfout_d02_2008-01-31_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,1/31/08 00:00,1/31/08 23:00
wrfout_d02_2008-02-01_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/1/08 00:00,2/1/08 23:00
wrfout_d02_2008-02-02_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/2/08 00:00,2/2/08 23:00
wrfout_d02_2008-02-03_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/3/08 00:00,2/3/08 23:00
wrfout_d02_2008-02-04_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/4/08 00:00,2/4/08 23:00
wrfout_d02_2008-02-05_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/5/08 00:00,2/5/08 23:00
wrfout_d02_2008-02-06_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/6/08 00:00,2/6/08 23:00
wrfout_d02_2008-02-07_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/7/08 00:00,2/7/08 23:00
wrfout_d02_2008-02-08_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/8/08 00:00,2/8/08 23:00
wrfout_d02_2008-02-09_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/9/08 00:00,2/9/08 23:00
wrfout_d02_2008-02-10_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/10/08 00:00,2/10/08 23:00
wrfout_d02_2008-02-11_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/11/08 00:00,2/11/08 23:00
wrfout_d02_2008-02-12_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/12/08 00:00,2/12/08 23:00
wrfout_d02_2008-02-13_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/13/08 00:00,2/13/08 23:00
wrfout_d02_2008-02-14_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/14/08 00:00,2/14/08 23:00
wrfout_d02_2008-02-15_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/15/08 00:00,2/15/08 23:00
wrfout_d02_2008-02-16_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/16/08 00:00,2/16/08 23:00
wrfout_d02_2008-02-17_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/17/08 00:00,2/17/08 23:00
wrfout_d02_2008-02-18_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/18/08 00:00,2/18/08 23:00
wrfout_d02_2008-02-19_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/19/08 00:00,2/19/08 23:00
wrfout_d02_2008-02-20_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/20/08 00:00,2/20/08 23:00
wrfout_d02_2008-02-21_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/21/08 00:00,2/21/08 23:00
wrfout_d02_2008-02-22_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/22/08 00:00,2/22/08 23:00
wrfout_d02_2008-02-23_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/23/08 00:00,2/23/08 23:00
wrfout_d02_2008-02-24_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/24/08 00:00,2/24/08 23:00
wrfout_d02_2008-02-25_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/25/08 00:00,2/25/08 23:00
wrfout_d02_2008-02-26_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/26/08 00:00,2/26/08 23:00
wrfout_d02_2008-02-27_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/27/08 00:00,2/27/08 23:00
wrfout_d02_2008-02-28_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/28/08 00:00,2/28/08 23:00
wrfout_d02_2008-02-29_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,2/29/08 00:00,2/29/08 23:00
wrfout_d02_2008-03-01_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,3/1/08 00:00,3/1/08 23:00
wrfout_d02_2008-03-02_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,3/2/08 00:00,3/2/08 23:00
wrfout_d02_2008-03-03_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,3/3/08 00:00,3/3/08 23:00
wrfout_d02_2008-03-04_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,3/4/08 00:00,3/4/08 23:00
wrfout_d02_2008-03-05_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,3/5/08 00:00,3/5/08 23:00
wrfout_d02_2008-03-06_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,3/6/08 00:00,3/6/08 23:00
wrfout_d02_2008-03-07_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,3/7/08 00:00,3/7/08 23:00
wrfout_d02_2008-03-08_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,3/8/08 00:00,3/8/08 23:00
wrfout_d02_2008-03-09_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,3/9/08 00:00,3/9/08 23:00
wrfout_d02_2008-03-10_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,3/10/08 00:00,3/10/08 23:00
wrfout_d02_2008-03-11_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,3/11/08 00:00,3/11/08 23:00
wrfout_d02_2008-03-12_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,3/12/08 00:00,3/12/08 23:00
wrfout_d02_2008-03-13_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,3/13/08 00:00,3/13/08 23:00
wrfout_d02_2008-03-14_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,3/14/08 00:00,3/14/08 23:00
wrfout_d02_2008-03-15_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,3/15/08 00:00,3/15/08 23:00
wrfout_d02_2008-03-16_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,3/16/08 00:00,3/16/08 23:00
wrfout_d02_2008-03-17_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,3/17/08 00:00,3/17/08 23:00
wrfout_d02_2008-03-18_00:00:00,1/1/08 00:00,1/1/08 00:00,1/1/08 00:00,3/18/08 00:00,3/18/08 23:00
wrfout_d02_2008-03-19_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,3/19/08 00:00,3/19/08 23:00
wrfout_d02_2008-03-20_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,3/20/08 00:00,3/20/08 23:00
wrfout_d02_2008-03-21_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,3/21/08 00:00,3/21/08 23:00
wrfout_d02_2008-03-22_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,3/22/08 00:00,3/22/08 23:00
wrfout_d02_2008-03-23_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,3/23/08 00:00,3/23/08 23:00
wrfout_d02_2008-03-24_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,3/24/08 00:00,3/24/08 23:00
wrfout_d02_2008-03-25_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,3/25/08 00:00,3/25/08 23:00
wrfout_d02_2008-03-26_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,3/26/08 00:00,3/26/08 23:00
wrfout_d02_2008-03-27_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,3/27/08 00:00,3/27/08 23:00
wrfout_d02_2008-03-28_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,3/28/08 00:00,3/28/08 23:00
wrfout_d02_2008-03-29_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,3/29/08 00:00,3/29/08 23:00
wrfout_d02_2008-03-30_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,3/30/08 00:00,3/30/08 23:00
wrfout_d02_2008-03-31_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,3/31/08 00:00,3/31/08 23:00
wrfout_d02_2008-04-01_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/1/08 00:00,4/1/08 23:00
wrfout_d02_2008-04-02_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/2/08 00:00,4/2/08 23:00
wrfout_d02_2008-04-03_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/3/08 00:00,4/3/08 23:00
wrfout_d02_2008-04-04_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/4/08 00:00,4/4/08 23:00
wrfout_d02_2008-04-05_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/5/08 00:00,4/5/08 23:00
wrfout_d02_2008-04-06_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/6/08 00:00,4/6/08 23:00
wrfout_d02_2008-04-07_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/7/08 00:00,4/7/08 23:00
wrfout_d02_2008-04-08_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/8/08 00:00,4/8/08 23:00
wrfout_d02_2008-04-09_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/9/08 00:00,4/9/08 23:00
wrfout_d02_2008-04-10_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/10/08 00:00,4/10/08 23:00
wrfout_d02_2008-04-11_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/11/08 00:00,4/11/08 23:00
wrfout_d02_2008-04-12_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/12/08 00:00,4/12/08 23:00
wrfout_d02_2008-04-13_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/13/08 00:00,4/13/08 23:00
wrfout_d02_2008-04-14_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/14/08 00:00,4/14/08 23:00
wrfout_d02_2008-04-15_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/15/08 00:00,4/15/08 23:00
wrfout_d02_2008-04-16_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/16/08 00:00,4/16/08 23:00
wrfout_d02_2008-04-17_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/17/08 00:00,4/17/08 23:00
wrfout_d02_2008-04-18_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/18/08 00:00,4/18/08 23:00
wrfout_d02_2008-04-19_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/19/08 00:00,4/19/08 23:00
wrfout_d02_2008-04-20_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/20/08 00:00,4/20/08 23:00
wrfout_d02_2008-04-21_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/21/08 00:00,4/21/08 23:00
wrfout_d02_2008-04-22_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/22/08 00:00,4/22/08 23:00
wrfout_d02_2008-04-23_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/23/08 00:00,4/23/08 23:00
wrfout_d02_2008-04-24_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/24/08 00:00,4/24/08 23:00
wrfout_d02_2008-04-25_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/25/08 00:00,4/25/08 23:00
wrfout_d02_2008-04-26_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/26/08 00:00,4/26/08 23:00
wrfout_d02_2008-04-27_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/27/08 00:00,4/27/08 23:00
wrfout_d02_2008-04-28_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/28/08 00:00,4/28/08 23:00
wrfout_d02_2008-04-29_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/29/08 00:00,4/29/08 23:00
wrfout_d02_2008-04-30_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,4/30/08 00:00,4/30/08 23:00
wrfout_d02_2008-05-01_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,5/1/08 00:00,5/1/08 23:00
wrfout_d02_2008-05-02_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,5/2/08 00:00,5/2/08 23:00
wrfout_d02_2008-05-03_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,5/3/08 00:00,5/3/08 23:00
wrfout_d02_2008-05-04_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,5/4/08 00:00,5/4/08 23:00
wrfout_d02_2008-05-05_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,5/5/08 00:00,5/5/08 23:00
wrfout_d02_2008-05-06_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,5/6/08 00:00,5/6/08 23:00
wrfout_d02_2008-05-07_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,5/7/08 00:00,5/7/08 23:00
wrfout_d02_2008-05-08_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,5/8/08 00:00,5/8/08 23:00
wrfout_d02_2008-05-09_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,5/9/08 00:00,5/9/08 23:00
wrfout_d02_2008-05-10_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,5/10/08 00:00,5/10/08 23:00
wrfout_d02_2008-05-11_00:00:00,3/9/08 00:00,3/9/08 00:00,3/9/08 00:00,5/11/08 00:00,5/11/08 23:00
